Fab,eqp_id,Tool,Model,LotID,Timestamp,FullName,Class,Recipe,Start_Time,End_Time,MSR,MeasTime,MSR_Check,Align_fail,fail_images,total_images,fail_ratio,idp_name,idw_name
M15B,ACD814,ACD814,PROVISION_10,TK943776,2025-07-05 10:53:44.676632,CONTACT/CONTACT_DEPTH,CONTACT,CONTACT_DEPTH,2025-07-05 10:53:44.676632,2025-07-05 11:09:31.676632,20250705_CONTACT_DEPTH_TK943776,947,Yes,Pass,7,154,0.0455,/Recipe/CONTACT/CONTACT_DEPTH.idp,/Recipe/CONTACT/CONTACT_DEPTH.idw
R3,ECXDX204,ECXDX204,CG6340,DV869864,2025-07-15 19:42:16.676632,GATE/GATE_PROFILE_3D,GATE,GATE_PROFILE_3D,2025-07-15 19:42:16.676632,2025-07-15 19:54:30.676632,20250715_GATE_PROFILE_3D_DV869864,734,Yes,Pass,12,186,0.0645,/Recipe/GATE/GATE_PROFILE_3D.idp,/Recipe/GATE/GATE_PROFILE_3D.idw
M10C,ECXDX204,ECXDX204,CG6300,DV502810,2025-06-19 14:02:01.676632,CONTACT/CONTACT_CD_14nm,CONTACT,CONTACT_CD_14nm,2025-06-19 14:02:01.676632,2025-06-19 14:46:27.676632,20250619_CONTACT_CD_14nm_DV502810,2666,Yes,Pass,9,131,0.0687,/Recipe/CONTACT/CONTACT_CD_14nm.idp,/Recipe/CONTACT/CONTACT_CD_14nm.idw
M15B,PCD559,PCD559,VERITYSEM_5,DV621530,2025-06-19 20:42:10.676632,CD/CD_GATE_28nm,CD,CD_GATE_28nm,2025-06-19 20:42:10.676632,2025-06-19 21:03:36.676632,20250619_CD_GATE_28nm_DV621530,1286,Yes,Pass,3,75,0.04,/Recipe/CD/CD_GATE_28nm.idp,/Recipe/CD/CD_GATE_28nm.idw
M14A,MCD877,MCD877,VERITYSEM_5,QA108574,2025-07-15 16:56:04.676632,OVL/OVL_GATE_CONTACT,OVL,OVL_GATE_CONTACT,2025-07-15 16:56:04.676632,2025-07-15 17:53:12.676632,20250715_OVL_GATE_CONTACT_QA108574,3428,Yes,Fail,39,76,0.5132,/Recipe/OVL/OVL_GATE_CONTACT.idp,/Recipe/OVL/OVL_GATE_CONTACT.idw
M16A,ECDX658,ECDX658,CG6340,DV177103,2025-06-26 01:27:33.676632,CONTACT/CONTACT_DEPTH,CONTACT,CONTACT_DEPTH,2025-06-26 01:27:33.676632,2025-06-26 02:15:05.676632,20250626_CONTACT_DEPTH_DV177103,2852,Yes,None,5,99,0.0505,/Recipe/CONTACT/CONTACT_DEPTH.idp,/Recipe/CONTACT/CONTACT_DEPTH.idw
M14B,HCDX617,HCDX617,CG6380,TK308727,2025-07-03 09:11:43.676632,METAL/METAL2_PITCH,METAL,METAL2_PITCH,2025-07-03 09:11:43.676632,2025-07-03 09:26:04.676632,20250703_METAL2_PITCH_TK308727,861,Yes,Pass,21,315,0.0667,/Recipe/METAL/METAL2_PITCH.idp,/Recipe/METAL/METAL2_PITCH.idw
M14B,MCD877,MCD877,TP4000,QA434002,2025-07-01 08:03:00.676632,PROF/PROF_CONTACT_DEPTH,PROF,PROF_CONTACT_DEPTH,2025-07-01 08:03:00.676632,2025-07-01 08:48:31.676632,20250701_PROF_CONTACT_DEPTH_QA434002,2731,Yes,Pass,23,322,0.0714,/Recipe/PROF/PROF_CONTACT_DEPTH.idp,/Recipe/PROF/PROF_CONTACT_DEPTH.idw
M15B,MCD990,MCD990,PROVISION_10,WF486251,2025-07-07 02:29:31.676632,GATE/GATE_CD_28nm,GATE,GATE_CD_28nm,2025-07-07 02:29:31.676632,2025-07-07 03:24:01.676632,20250707_GATE_CD_28nm_WF486251,3270,Yes,Pass,25,355,0.0704,/Recipe/GATE/GATE_CD_28nm.idp,/Recipe/GATE/GATE_CD_28nm.idw
R3,ACD814,ACD814,TP4500,WF711868,2025-07-04 04:56:20.676632,VIA/VIA_CD_7nm,VIA,VIA_CD_7nm,2025-07-04 04:56:20.676632,2025-07-04 05:54:12.676632,20250704_VIA_CD_7nm_WF711868,3472,Yes,None,14,398,0.0352,/Recipe/VIA/VIA_CD_7nm.idp,/Recipe/VIA/VIA_CD_7nm.idw
M11B,MCD990,MCD990,TP3500,WF562462,2025-07-15 21:53:54.676632,GATE/GATE_PROFILE_3D,GATE,GATE_PROFILE_3D,2025-07-15 21:53:54.676632,2025-07-15 22:26:54.676632,20250715_GATE_PROFILE_3D_WF562462,1980,Yes,Pass,38,291,0.1306,/Recipe/GATE/GATE_PROFILE_3D.idp,/Recipe/GATE/GATE_PROFILE_3D.idw
R3,VCD881,VCD881,TP3000,TK643878,2025-06-28 23:43:05.676632,ROUGH/ROUGH_SIDEWALL_LER,ROUGH,ROUGH_SIDEWALL_LER,2025-06-28 23:43:05.676632,2025-06-29 00:09:30.676632,20250628_ROUGH_SIDEWALL_LER_TK643878,1585,No,Pass,119,322,0.3696,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idp,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idw
M16B,HCDX716,HCDX716,CG6340,PD301603,2025-07-02 17:24:00.676632,ROUGH/ROUGH_SIDEWALL_LER,ROUGH,ROUGH_SIDEWALL_LER,2025-07-02 17:24:00.676632,2025-07-02 18:21:38.676632,20250702_ROUGH_SIDEWALL_LER_PD301603,3458,Yes,Pass,30,410,0.0732,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idp,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idw
M16A,PCD529,PCD529,PROVISION_20,EN386741,2025-07-02 05:44:05.676632,THICK/THICK_OXIDE,THICK,THICK_OXIDE,2025-07-02 05:44:05.676632,2025-07-02 06:16:01.676632,20250702_THICK_OXIDE_EN386741,1916,Yes,Pass,10,461,0.0217,/Recipe/THICK/THICK_OXIDE.idp,/Recipe/THICK/THICK_OXIDE.idw
R3,ECXDX125,ECXDX125,CG6340,WF463188,2025-06-26 23:22:53.676632,VIA/VIA_TAPER_ANGLE,VIA,VIA_TAPER_ANGLE,2025-06-26 23:22:53.676632,2025-06-27 00:04:39.676632,20250626_VIA_TAPER_ANGLE_WF463188,2506,Yes,Pass,3,189,0.0159,/Recipe/VIA/VIA_TAPER_ANGLE.idp,/Recipe/VIA/VIA_TAPER_ANGLE.idw
M11B,MCD925,MCD925,TP4500,WF802371,2025-06-29 15:12:47.676632,METAL/METAL1_CD,METAL,METAL1_CD,2025-06-29 15:12:47.676632,2025-06-29 15:45:59.676632,20250629_METAL1_CD_WF802371,1992,Yes,Pass,46,398,0.1156,/Recipe/METAL/METAL1_CD.idp,/Recipe/METAL/METAL1_CD.idw
M11A,ECXDX754,ECXDX754,CG6380,PD784607,2025-06-29 14:57:59.676632,VIA/VIA_TAPER_ANGLE,VIA,VIA_TAPER_ANGLE,2025-06-29 14:57:59.676632,2025-06-29 15:24:54.676632,20250629_VIA_TAPER_ANGLE_PD784607,1615,Yes,Fail,92,443,0.2077,/Recipe/VIA/VIA_TAPER_ANGLE.idp,/Recipe/VIA/VIA_TAPER_ANGLE.idw
M16A,MCD990,MCD990,TP4500,EN858243,2025-07-06 14:09:39.676632,CD/CD_CONTACT_14nm,CD,CD_CONTACT_14nm,2025-07-06 14:09:39.676632,2025-07-06 14:17:07.676632,20250706_CD_CONTACT_14nm_EN858243,448,No,Pass,82,303,0.2706,/Recipe/CD/CD_CONTACT_14nm.idp,/Recipe/CD/CD_CONTACT_14nm.idw
M10C,VCD881,VCD881,PROVISION_10,WF412886,2025-07-10 22:51:15.676632,OVL/OVL_GATE_CONTACT,OVL,OVL_GATE_CONTACT,2025-07-10 22:51:15.676632,2025-07-10 23:32:02.676632,20250710_OVL_GATE_CONTACT_WF412886,2447,Yes,Pass,36,485,0.0742,/Recipe/OVL/OVL_GATE_CONTACT.idp,/Recipe/OVL/OVL_GATE_CONTACT.idw
R4,ECDX130,ECDX130,CG6320,WF446747,2025-07-06 04:26:26.676632,PROF/PROF_VIA_TAPER,PROF,PROF_VIA_TAPER,2025-07-06 04:26:26.676632,2025-07-06 04:44:08.676632,20250706_PROF_VIA_TAPER_WF446747,1062,Yes,Pass,17,201,0.0846,/Recipe/PROF/PROF_VIA_TAPER.idp,/Recipe/PROF/PROF_VIA_TAPER.idw
M11A,VCD444,VCD444,TP4500,QA997734,2025-07-03 18:15:06.676632,CONTACT/CONTACT_DEPTH,CONTACT,CONTACT_DEPTH,2025-07-03 18:15:06.676632,2025-07-03 19:05:47.676632,20250703_CONTACT_DEPTH_QA997734,3041,Yes,Pass,14,294,0.0476,/Recipe/CONTACT/CONTACT_DEPTH.idp,/Recipe/CONTACT/CONTACT_DEPTH.idw
M14A,ECDX532,ECDX532,CG6300,PD346961,2025-06-19 18:29:18.676632,VIA/VIA_TAPER_ANGLE,VIA,VIA_TAPER_ANGLE,2025-06-19 18:29:18.676632,2025-06-19 19:23:38.676632,20250619_VIA_TAPER_ANGLE_PD346961,3260,Yes,Pass,24,234,0.1026,/Recipe/VIA/VIA_TAPER_ANGLE.idp,/Recipe/VIA/VIA_TAPER_ANGLE.idw
M15B,ECXDX859,ECXDX859,CG6300,DV267475,2025-06-27 11:50:39.677632,CONTACT/CONTACT_DEPTH,CONTACT,CONTACT_DEPTH,2025-06-27 11:50:39.677632,2025-06-27 12:15:47.677632,20250627_CONTACT_DEPTH_DV267475,1508,Yes,Pass,8,118,0.0678,/Recipe/CONTACT/CONTACT_DEPTH.idp,/Recipe/CONTACT/CONTACT_DEPTH.idw
M15A,PCD658,PCD658,PROVISION_20,EN675914,2025-06-25 15:53:29.677632,VIA/VIA_CD_7nm,VIA,VIA_CD_7nm,2025-06-25 15:53:29.677632,2025-06-25 16:39:09.677632,20250625_VIA_CD_7nm_EN675914,2740,Yes,Fail,137,278,0.4928,/Recipe/VIA/VIA_CD_7nm.idp,/Recipe/VIA/VIA_CD_7nm.idw
M16B,HCDX127,HCDX127,CG6300,WF164758,2025-07-14 02:43:50.677632,METAL/METAL3_WIDTH,METAL,METAL3_WIDTH,2025-07-14 02:43:50.677632,2025-07-14 03:00:03.677632,20250714_METAL3_WIDTH_WF164758,973,Yes,Pass,11,109,0.1009,/Recipe/METAL/METAL3_WIDTH.idp,/Recipe/METAL/METAL3_WIDTH.idw
M10A,ACD259,ACD259,VERITYSEM_5,QA567122,2025-07-16 00:36:10.677632,CD/CD_METAL1_5nm,CD,CD_METAL1_5nm,2025-07-16 00:36:10.677632,2025-07-16 01:19:39.677632,20250716_CD_METAL1_5nm_QA567122,2609,Yes,Pass,21,463,0.0454,/Recipe/CD/CD_METAL1_5nm.idp,/Recipe/CD/CD_METAL1_5nm.idw
M14A,ECXDX214,ECXDX214,CG6360,WF882032,2025-07-18 21:32:25.677632,ROUGH/ROUGH_GATE_LWR,ROUGH,ROUGH_GATE_LWR,2025-07-18 21:32:25.677632,2025-07-18 21:41:46.677632,20250718_ROUGH_GATE_LWR_WF882032,561,Yes,Fail,67,85,0.7882,/Recipe/ROUGH/ROUGH_GATE_LWR.idp,/Recipe/ROUGH/ROUGH_GATE_LWR.idw
M14A,PCD529,PCD529,TP3000,PD288724,2025-06-27 04:36:04.677632,PROF/PROF_VIA_TAPER,PROF,PROF_VIA_TAPER,2025-06-27 04:36:04.677632,2025-06-27 05:07:10.677632,20250627_PROF_VIA_TAPER_PD288724,1866,Yes,Pass,13,243,0.0535,/Recipe/PROF/PROF_VIA_TAPER.idp,/Recipe/PROF/PROF_VIA_TAPER.idw
M16E,ACD448,ACD448,TP4000,DV224395,2025-07-08 00:18:27.677632,PROF/PROF_VIA_TAPER,PROF,PROF_VIA_TAPER,2025-07-08 00:18:27.677632,2025-07-08 00:38:39.677632,20250708_PROF_VIA_TAPER_DV224395,1212,Yes,Pass,14,202,0.0693,/Recipe/PROF/PROF_VIA_TAPER.idp,/Recipe/PROF/PROF_VIA_TAPER.idw
M16A,VCD320,VCD320,VERITYSEM_4,PD963355,2025-07-05 19:18:58.677632,ROUGH/ROUGH_GATE_LWR,ROUGH,ROUGH_GATE_LWR,2025-07-05 19:18:58.677632,2025-07-05 19:36:50.677632,20250705_ROUGH_GATE_LWR_PD963355,1072,Yes,Pass,0,107,0.0,/Recipe/ROUGH/ROUGH_GATE_LWR.idp,/Recipe/ROUGH/ROUGH_GATE_LWR.idw
M16B,ACD532,ACD532,VERITYSEM_4,WF352356,2025-07-17 03:12:09.677632,ROUGH/ROUGH_GATE_LWR,ROUGH,ROUGH_GATE_LWR,2025-07-17 03:12:09.677632,2025-07-17 03:57:57.677632,20250717_ROUGH_GATE_LWR_WF352356,2748,Yes,Pass,19,175,0.1086,/Recipe/ROUGH/ROUGH_GATE_LWR.idp,/Recipe/ROUGH/ROUGH_GATE_LWR.idw
M11B,PCD303,PCD303,VERITYSEM_5,QA327823,2025-07-03 17:24:33.677632,CD/CD_CONTACT_14nm,CD,CD_CONTACT_14nm,2025-07-03 17:24:33.677632,2025-07-03 18:19:29.677632,20250703_CD_CONTACT_14nm_QA327823,3296,Yes,Pass,44,445,0.0989,/Recipe/CD/CD_CONTACT_14nm.idp,/Recipe/CD/CD_CONTACT_14nm.idw
M14A,HCDX338,HCDX338,CG6320,TK792282,2025-07-06 17:26:44.677632,METAL/METAL1_CD,METAL,METAL1_CD,2025-07-06 17:26:44.677632,2025-07-06 18:09:44.677632,20250706_METAL1_CD_TK792282,2580,Yes,Pass,13,139,0.0935,/Recipe/METAL/METAL1_CD.idp,/Recipe/METAL/METAL1_CD.idw
M10C,PCD765,PCD765,VERITYSEM_5,DV774565,2025-06-27 21:35:50.677632,CONTACT/CONTACT_DEPTH,CONTACT,CONTACT_DEPTH,2025-06-27 21:35:50.677632,2025-06-27 22:01:18.677632,20250627_CONTACT_DEPTH_DV774565,1528,Yes,Pass,10,292,0.0342,/Recipe/CONTACT/CONTACT_DEPTH.idp,/Recipe/CONTACT/CONTACT_DEPTH.idw
R3,ECDX704,ECDX704,CG6340,TK944917,2025-07-02 21:36:16.677632,VIA/VIA_CD_7nm,VIA,VIA_CD_7nm,2025-07-02 21:36:16.677632,2025-07-02 22:17:26.677632,20250702_VIA_CD_7nm_TK944917,2470,Yes,Pass,7,154,0.0455,/Recipe/VIA/VIA_CD_7nm.idp,/Recipe/VIA/VIA_CD_7nm.idw
M14B,ECXDX350,ECXDX350,CG6360,WF661654,2025-07-11 20:53:19.677632,ROUGH/ROUGH_GATE_LWR,ROUGH,ROUGH_GATE_LWR,2025-07-11 20:53:19.677632,2025-07-11 21:39:28.677632,20250711_ROUGH_GATE_LWR_WF661654,2769,Yes,Fail,297,461,0.6443,/Recipe/ROUGH/ROUGH_GATE_LWR.idp,/Recipe/ROUGH/ROUGH_GATE_LWR.idw
M15B,VCD320,VCD320,TP4500,TK449138,2025-07-13 14:56:48.677632,THICK/THICK_OXIDE,THICK,THICK_OXIDE,2025-07-13 14:56:48.677632,2025-07-13 15:52:47.677632,20250713_THICK_OXIDE_TK449138,3359,No,Pass,104,174,0.5977,/Recipe/THICK/THICK_OXIDE.idp,/Recipe/THICK/THICK_OXIDE.idw
M15A,ACD259,ACD259,TP4500,TK678897,2025-07-07 22:44:22.677632,GATE/GATE_PROFILE_3D,GATE,GATE_PROFILE_3D,2025-07-07 22:44:22.677632,2025-07-07 23:13:53.677632,20250707_GATE_PROFILE_3D_TK678897,1771,Yes,Pass,21,304,0.0691,/Recipe/GATE/GATE_PROFILE_3D.idp,/Recipe/GATE/GATE_PROFILE_3D.idw
R4,VCD320,VCD320,VERITYSEM_5,DV312994,2025-07-06 09:46:36.677632,GATE/GATE_PROFILE_3D,GATE,GATE_PROFILE_3D,2025-07-06 09:46:36.677632,2025-07-06 10:06:42.677632,20250706_GATE_PROFILE_3D_DV312994,1206,Yes,Fail,252,333,0.7568,/Recipe/GATE/GATE_PROFILE_3D.idp,/Recipe/GATE/GATE_PROFILE_3D.idw
M14A,MCD106,MCD106,VERITYSEM_4,TK305721,2025-07-08 03:02:56.677632,GATE/GATE_CD_28nm,GATE,GATE_CD_28nm,2025-07-08 03:02:56.677632,2025-07-08 03:42:01.677632,20250708_GATE_CD_28nm_TK305721,2345,Yes,Pass,8,222,0.036,/Recipe/GATE/GATE_CD_28nm.idp,/Recipe/GATE/GATE_CD_28nm.idw
M15B,PCD325,PCD325,VERITYSEM_5,TK868367,2025-07-16 07:44:12.677632,GATE/GATE_CD_28nm,GATE,GATE_CD_28nm,2025-07-16 07:44:12.677632,2025-07-16 08:01:45.677632,20250716_GATE_CD_28nm_TK868367,1053,Yes,Pass,54,378,0.1429,/Recipe/GATE/GATE_CD_28nm.idp,/Recipe/GATE/GATE_CD_28nm.idw
M10A,MCD703,MCD703,TP3000,EN150871,2025-07-16 04:23:45.677632,CD/CD_METAL1_5nm,CD,CD_METAL1_5nm,2025-07-16 04:23:45.677632,2025-07-16 05:17:01.677632,20250716_CD_METAL1_5nm_EN150871,3196,Yes,Pass,15,283,0.053,/Recipe/CD/CD_METAL1_5nm.idp,/Recipe/CD/CD_METAL1_5nm.idw
M16E,MCD925,MCD925,VERITYSEM_5,PD116495,2025-07-19 08:43:27.677632,CD/CD_METAL1_5nm,CD,CD_METAL1_5nm,2025-07-19 08:43:27.677632,2025-07-19 09:07:12.677632,20250719_CD_METAL1_5nm_PD116495,1425,Yes,Pass,37,307,0.1205,/Recipe/CD/CD_METAL1_5nm.idp,/Recipe/CD/CD_METAL1_5nm.idw
R4,ACD448,ACD448,VERITYSEM_4,TK212214,2025-07-15 15:22:20.677632,OVL/OVL_VIA_METAL,OVL,OVL_VIA_METAL,2025-07-15 15:22:20.677632,2025-07-15 16:03:16.677632,20250715_OVL_VIA_METAL_TK212214,2456,Yes,Pass,27,457,0.0591,/Recipe/OVL/OVL_VIA_METAL.idp,/Recipe/OVL/OVL_VIA_METAL.idw
M15B,HCDX127,HCDX127,CG6360,QA355021,2025-06-28 10:51:35.677632,ROUGH/ROUGH_SIDEWALL_LER,ROUGH,ROUGH_SIDEWALL_LER,2025-06-28 10:51:35.677632,2025-06-28 11:40:56.677632,20250628_ROUGH_SIDEWALL_LER_QA355021,2961,Yes,Fail,96,244,0.3934,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idp,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idw
M16E,PCD529,PCD529,TP3000,WF836986,2025-07-04 21:51:31.677632,PROF/PROF_GATE_SIDEWALL,PROF,PROF_GATE_SIDEWALL,2025-07-04 21:51:31.677632,2025-07-04 22:19:07.677632,20250704_PROF_GATE_SIDEWALL_WF836986,1656,Yes,Pass,13,98,0.1327,/Recipe/PROF/PROF_GATE_SIDEWALL.idp,/Recipe/PROF/PROF_GATE_SIDEWALL.idw
M11B,ECXDX125,ECXDX125,CG6320,EN694316,2025-07-18 10:53:40.677632,VIA/VIA_TAPER_ANGLE,VIA,VIA_TAPER_ANGLE,2025-07-18 10:53:40.677632,2025-07-18 11:17:48.677632,20250718_VIA_TAPER_ANGLE_EN694316,1448,Yes,Pass,1,66,0.0152,/Recipe/VIA/VIA_TAPER_ANGLE.idp,/Recipe/VIA/VIA_TAPER_ANGLE.idw
M11B,HCDX338,HCDX338,CG6300,QA251195,2025-07-10 13:45:56.677632,CONTACT/CONTACT_CD_14nm,CONTACT,CONTACT_CD_14nm,2025-07-10 13:45:56.677632,2025-07-10 14:29:37.677632,20250710_CONTACT_CD_14nm_QA251195,2621,Yes,Pass,16,326,0.0491,/Recipe/CONTACT/CONTACT_CD_14nm.idp,/Recipe/CONTACT/CONTACT_CD_14nm.idw
R4,VCD444,VCD444,TP4000,EN859340,2025-06-26 19:12:47.677632,OVL/OVL_VIA_METAL,OVL,OVL_VIA_METAL,2025-06-26 19:12:47.677632,2025-06-26 19:47:37.677632,20250626_OVL_VIA_METAL_EN859340,2090,Yes,Fail,233,359,0.649,/Recipe/OVL/OVL_VIA_METAL.idp,/Recipe/OVL/OVL_VIA_METAL.idw
R4,MCD877,MCD877,VERITYSEM_4,DV131064,2025-07-04 15:32:16.677632,THICK/THICK_NITRIDE,THICK,THICK_NITRIDE,2025-07-04 15:32:16.677632,2025-07-04 16:02:53.677632,20250704_THICK_NITRIDE_DV131064,1837,Yes,Pass,22,388,0.0567,/Recipe/THICK/THICK_NITRIDE.idp,/Recipe/THICK/THICK_NITRIDE.idw
R4,VCD204,VCD204,PROVISION_10,TK847748,2025-07-11 12:34:26.677632,OVL/OVL_M1M2,OVL,OVL_M1M2,2025-07-11 12:34:26.677632,2025-07-11 13:32:56.677632,20250711_OVL_M1M2_TK847748,3510,Yes,Pass,11,212,0.0519,/Recipe/OVL/OVL_M1M2.idp,/Recipe/OVL/OVL_M1M2.idw
M14A,ECXDX350,ECXDX350,CG6300,PD477400,2025-07-15 10:21:08.677632,THICK/THICK_OXIDE,THICK,THICK_OXIDE,2025-07-15 10:21:08.677632,2025-07-15 10:56:46.677632,20250715_THICK_OXIDE_PD477400,2138,Yes,Pass,0,102,0.0,/Recipe/THICK/THICK_OXIDE.idp,/Recipe/THICK/THICK_OXIDE.idw
M10A,HCDX716,HCDX716,CG6380,QA727094,2025-07-19 17:36:05.677632,GATE/GATE_PROFILE_3D,GATE,GATE_PROFILE_3D,2025-07-19 17:36:05.677632,2025-07-19 18:34:16.677632,20250719_GATE_PROFILE_3D_QA727094,3491,Yes,Pass,14,174,0.0805,/Recipe/GATE/GATE_PROFILE_3D.idp,/Recipe/GATE/GATE_PROFILE_3D.idw
M11A,ECDX792,ECDX792,CG6360,TK381981,2025-07-04 12:13:51.677632,THICK/THICK_NITRIDE,THICK,THICK_NITRIDE,2025-07-04 12:13:51.677632,2025-07-04 12:48:31.677632,20250704_THICK_NITRIDE_TK381981,2080,Yes,Pass,5,450,0.0111,/Recipe/THICK/THICK_NITRIDE.idp,/Recipe/THICK/THICK_NITRIDE.idw
R3,ECDX132,ECDX132,CG6320,EN619886,2025-07-16 12:28:41.677632,ROUGH/ROUGH_SIDEWALL_LER,ROUGH,ROUGH_SIDEWALL_LER,2025-07-16 12:28:41.677632,2025-07-16 13:00:41.677632,20250716_ROUGH_SIDEWALL_LER_EN619886,1920,Yes,Pass,59,461,0.128,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idp,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idw
M15A,PCD818,PCD818,PROVISION_20,EN723266,2025-07-10 03:53:53.677632,PROF/PROF_CONTACT_DEPTH,PROF,PROF_CONTACT_DEPTH,2025-07-10 03:53:53.677632,2025-07-10 04:31:35.677632,20250710_PROF_CONTACT_DEPTH_EN723266,2262,Yes,Pass,9,213,0.0423,/Recipe/PROF/PROF_CONTACT_DEPTH.idp,/Recipe/PROF/PROF_CONTACT_DEPTH.idw
M16B,ACD384,ACD384,VERITYSEM_5,TK441716,2025-06-23 20:32:48.677632,CONTACT/CONTACT_DEPTH,CONTACT,CONTACT_DEPTH,2025-06-23 20:32:48.677632,2025-06-23 21:16:17.677632,20250623_CONTACT_DEPTH_TK441716,2609,Yes,Pass,14,142,0.0986,/Recipe/CONTACT/CONTACT_DEPTH.idp,/Recipe/CONTACT/CONTACT_DEPTH.idw
R3,MCD928,MCD928,TP3000,PD842776,2025-06-24 18:03:25.677632,ROUGH/ROUGH_SIDEWALL_LER,ROUGH,ROUGH_SIDEWALL_LER,2025-06-24 18:03:25.677632,2025-06-24 18:13:08.677632,20250624_ROUGH_SIDEWALL_LER_PD842776,583,Yes,Pass,26,259,0.1004,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idp,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idw
M11B,ECXDX854,ECXDX854,CG6340,DV790658,2025-07-06 20:14:09.677632,PROF/PROF_VIA_TAPER,PROF,PROF_VIA_TAPER,2025-07-06 20:14:09.677632,2025-07-06 20:59:58.677632,20250706_PROF_VIA_TAPER_DV790658,2749,Yes,Pass,42,309,0.1359,/Recipe/PROF/PROF_VIA_TAPER.idp,/Recipe/PROF/PROF_VIA_TAPER.idw
M16A,ACD384,ACD384,VERITYSEM_4,WF929130,2025-07-16 15:52:23.677632,GATE/GATE_CD_28nm,GATE,GATE_CD_28nm,2025-07-16 15:52:23.677632,2025-07-16 16:21:37.677632,20250716_GATE_CD_28nm_WF929130,1754,Yes,Pass,49,338,0.145,/Recipe/GATE/GATE_CD_28nm.idp,/Recipe/GATE/GATE_CD_28nm.idw
R4,ACD448,ACD448,VERITYSEM_4,DV934908,2025-07-19 11:25:55.677632,CONTACT/CONTACT_CD_14nm,CONTACT,CONTACT_CD_14nm,2025-07-19 11:25:55.677632,2025-07-19 12:05:46.677632,20250719_CONTACT_CD_14nm_DV934908,2391,Yes,Pass,34,402,0.0846,/Recipe/CONTACT/CONTACT_CD_14nm.idp,/Recipe/CONTACT/CONTACT_CD_14nm.idw
M15A,PCD818,PCD818,PROVISION_20,PD909859,2025-07-08 08:39:47.677632,METAL/METAL1_CD,METAL,METAL1_CD,2025-07-08 08:39:47.677632,2025-07-08 09:04:57.677632,20250708_METAL1_CD_PD909859,1510,Yes,Pass,13,109,0.1193,/Recipe/METAL/METAL1_CD.idp,/Recipe/METAL/METAL1_CD.idw
M14B,VCD320,VCD320,TP4000,DV459731,2025-07-03 23:32:11.677632,VIA/VIA_CD_7nm,VIA,VIA_CD_7nm,2025-07-03 23:32:11.677632,2025-07-03 23:43:50.677632,20250703_VIA_CD_7nm_DV459731,699,Yes,Pass,2,213,0.0094,/Recipe/VIA/VIA_CD_7nm.idp,/Recipe/VIA/VIA_CD_7nm.idw
M10C,ECXDX125,ECXDX125,CG6300,DV779445,2025-06-24 14:09:28.677632,OVL/OVL_VIA_METAL,OVL,OVL_VIA_METAL,2025-06-24 14:09:28.677632,2025-06-24 14:31:07.677632,20250624_OVL_VIA_METAL_DV779445,1299,Yes,Pass,18,219,0.0822,/Recipe/OVL/OVL_VIA_METAL.idp,/Recipe/OVL/OVL_VIA_METAL.idw
R4,PCD658,PCD658,TP4500,PD760351,2025-06-30 05:37:06.677632,PROF/PROF_GATE_SIDEWALL,PROF,PROF_GATE_SIDEWALL,2025-06-30 05:37:06.677632,2025-06-30 05:44:05.677632,20250630_PROF_GATE_SIDEWALL_PD760351,419,Yes,Pass,24,280,0.0857,/Recipe/PROF/PROF_GATE_SIDEWALL.idp,/Recipe/PROF/PROF_GATE_SIDEWALL.idw
R3,HCDX674,HCDX674,CG6300,TK315780,2025-06-24 10:45:47.677632,THICK/THICK_POLY,THICK,THICK_POLY,2025-06-24 10:45:47.677632,2025-06-24 11:45:21.677632,20250624_THICK_POLY_TK315780,3574,Yes,Pass,6,216,0.0278,/Recipe/THICK/THICK_POLY.idp,/Recipe/THICK/THICK_POLY.idw
M16E,ECXDX242,ECXDX242,CG6340,PD653349,2025-06-30 20:46:48.677632,GATE/GATE_PROFILE_3D,GATE,GATE_PROFILE_3D,2025-06-30 20:46:48.677632,2025-06-30 21:15:33.677632,20250630_GATE_PROFILE_3D_PD653349,1725,Yes,Pass,16,138,0.1159,/Recipe/GATE/GATE_PROFILE_3D.idp,/Recipe/GATE/GATE_PROFILE_3D.idw
M16B,ACD259,ACD259,PROVISION_10,QA188868,2025-07-16 15:28:48.677632,PROF/PROF_CONTACT_DEPTH,PROF,PROF_CONTACT_DEPTH,2025-07-16 15:28:48.677632,2025-07-16 15:46:17.677632,20250716_PROF_CONTACT_DEPTH_QA188868,1049,Yes,None,15,248,0.0605,/Recipe/PROF/PROF_CONTACT_DEPTH.idp,/Recipe/PROF/PROF_CONTACT_DEPTH.idw
